Sec,	Num,	Datetime(utc)
2094,	061,	2017-09-25 04:54:00
2095,	144,	2017-09-25 04:55:00
2096,	071,	2017-09-25 04:56:00
2097,	053,	2017-09-25 04:57:00
2098,	125,	2017-09-25 04:58:00
2099,	187,	2017-09-25 04:59:00
2100,	157,	2017-09-25 05:00:00
2101,	151,	2017-09-25 05:01:00
2102,	124,	2017-09-25 05:02:00
2103,	120,	2017-09-25 05:03:00
2104,	093,	2017-09-25 05:04:00
2105,	102,	2017-09-25 05:05:00
2106,	138,	2017-09-25 05:06:00
2107,	127,	2017-09-25 05:07:00
2108,	117,	2017-09-25 05:08:00
2109,	212,	2017-09-25 05:09:00
2110,	470,	2017-09-25 05:10:00
2111,	184,	2017-09-25 05:11:00
2112,	616,	2017-09-25 05:12:00
2113,	232,	2017-09-25 05:13:00
2114,	184,	2017-09-25 05:14:00
2115,	313,	2017-09-25 05:15:00
2116,	077,	2017-09-25 05:16:00
2117,	117,	2017-09-25 05:17:00
2118,	105,	2017-09-25 05:18:00
2119,	115,	2017-09-25 05:19:00
2120,	128,	2017-09-25 05:20:00
2121,	233,	2017-09-25 05:21:00
2122,	113,	2017-09-25 05:22:00
2123,	071,	2017-09-25 05:23:00
2124,	052,	2017-09-25 05:24:00
2125,	048,	2017-09-25 05:25:00
2126,	059,	2017-09-25 05:26:00
2127,	074,	2017-09-25 05:27:00
2128,	092,	2017-09-25 05:28:00
2129,	096,	2017-09-25 05:29:00
2130,	080,	2017-09-25 05:30:00
2131,	096,	2017-09-25 05:31:00
2132,	094,	2017-09-25 05:32:00
2133,	074,	2017-09-25 05:33:00
2134,	103,	2017-09-25 05:34:00
2135,	099,	2017-09-25 05:35:00
2136,	089,	2017-09-25 05:36:00
2137,	064,	2017-09-25 05:37:00
2138,	070,	2017-09-25 05:38:00
2139,	075,	2017-09-25 05:39:00
2140,	046,	2017-09-25 05:40:00
2141,	054,	2017-09-25 05:41:00
2142,	042,	2017-09-25 05:42:00
2143,	035,	2017-09-25 05:43:00
2144,	042,	2017-09-25 05:44:00
2145,	108,	2017-09-25 05:45:00
2146,	180,	2017-09-25 05:46:00
2147,	060,	2017-09-25 05:47:00
2148,	049,	2017-09-25 05:48:00
2149,	090,	2017-09-25 05:49:00
2150,	060,	2017-09-25 05:50:00
2151,	153,	2017-09-25 05:51:00
2152,	142,	2017-09-25 05:52:00
2153,	073,	2017-09-25 05:53:00
2154,	055,	2017-09-25 05:54:00
2155,	064,	2017-09-25 05:55:00
2156,	106,	2017-09-25 05:56:00
2157,	085,	2017-09-25 05:57:00
2158,	116,	2017-09-25 05:58:00
2159,	210,	2017-09-25 05:59:00
2160,	124,	2017-09-25 06:00:00
2161,	285,	2017-09-25 06:01:00
2162,	107,	2017-09-25 06:02:00
2163,	057,	2017-09-25 06:03:00
2164,	039,	2017-09-25 06:04:00
2165,	064,	2017-09-25 06:05:00
2166,	096,	2017-09-25 06:06:00
2167,	144,	2017-09-25 06:07:00
2168,	100,	2017-09-25 06:08:00
2169,	144,	2017-09-25 06:09:00
2170,	081,	2017-09-25 06:10:00
2171,	047,	2017-09-25 06:11:00
2172,	041,	2017-09-25 06:12:00
2173,	045,	2017-09-25 06:13:00
2174,	046,	2017-09-25 06:14:00
2175,	044,	2017-09-25 06:15:00
2176,	041,	2017-09-25 06:16:00
2177,	034,	2017-09-25 06:17:00
2178,	054,	2017-09-25 06:18:00
2179,	080,	2017-09-25 06:19:00
2180,	269,	2017-09-25 06:20:00
2181,	060,	2017-09-25 06:21:00
2182,	120,	2017-09-25 06:22:00
2183,	109,	2017-09-25 06:23:00
2184,	242,	2017-09-25 06:24:00
2185,	102,	2017-09-25 06:25:00
2186,	084,	2017-09-25 06:26:00
2187,	058,	2017-09-25 06:27:00
2188,	069,	2017-09-25 06:28:00
2189,	135,	2017-09-25 06:29:00
2190,	071,	2017-09-25 06:30:00
2191,	109,	2017-09-25 06:31:00
2192,	093,	2017-09-25 06:32:00
2193,	055,	2017-09-25 06:33:00
2194,	044,	2017-09-25 06:34:00
2195,	101,	2017-09-25 06:35:00
2196,	030,	2017-09-25 06:36:00
2197,	061,	2017-09-25 06:37:00
2198,	192,	2017-09-25 06:38:00
2199,	040,	2017-09-25 06:39:00
2200,	138,	2017-09-25 06:40:00
2201,	055,	2017-09-25 06:41:00
2202,	042,	2017-09-25 06:42:00
2203,	036,	2017-09-25 06:43:00
2204,	038,	2017-09-25 06:44:00
2205,	051,	2017-09-25 06:45:00
2206,	030,	2017-09-25 06:46:00
2207,	028,	2017-09-25 06:47:00
2208,	037,	2017-09-25 06:48:00
2209,	026,	2017-09-25 06:49:00
2210,	029,	2017-09-25 06:50:00
2211,	027,	2017-09-25 06:51:00
2212,	034,	2017-09-25 06:52:00
2213,	038,	2017-09-25 06:53:00
2214,	049,	2017-09-25 06:54:00
2215,	037,	2017-09-25 06:55:00
2216,	052,	2017-09-25 06:56:00
2217,	075,	2017-09-25 06:57:00
2218,	083,	2017-09-25 06:58:00
